key,title,created,issue_type,reporter,site,title_clean,title_lower,category,confidence
SD-166562,nie można zalogować. się do my story,2025-07-07 23:17:34.480000+02:00,Incydent,PL-00402 MOP Sople 2 Zachod,402,nie można zalogować. się do my story,nie można zalogować. się do my story,inne,0.5
SD-166560,MyStore - błędnie rozliczona kasetka,2025-07-07 23:15:30.264000+02:00,Incydent,PL-00462 Airport - Airside,462,MyStore - błędnie rozliczona kasetka,mystore - błędnie rozliczona kasetka,inne,0.5
SD-166559,"Dziwna dewiacja, która się zmieniła po zzamknięciu systemu",2025-07-07 23:12:06.637000+02:00,Incydent,PL-00381 Kielce 5 Korona,381,"Dziwna dewiacja, która się zmieniła po zzamknięciu systemu","dziwna dewiacja, która się zmieniła po zzamknięciu systemu",inne,0.5
SD-166558,BOS01 - Drukarka biurowa nie drukuje,2025-07-07 23:11:40.869000+02:00,Incydent,PL-00274 Gniezno,274,BOS01 - Drukarka biurowa nie drukuje,bos01 - drukarka biurowa nie drukuje,inne,0.5
SD-166555,MOP - Prośba o wyłączenie MOP,2025-07-07 23:03:07.602000+02:00,Usługa,PL-00466 W-wa 50 Zachodnia,466,MOP - Prośba o wyłączenie MOP,mop - prośba o wyłączenie mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-166554,DT SBS - pytanie na temat zamiany CFS,2025-07-07 22:55:20.149000+02:00,Usługa,Tychy 4 PL-00704,704,DT SBS - pytanie na temat zamiany CFS,dt sbs - pytanie na temat zamiany cfs,inne,0.5
SD-166553,Zużycie za 06.07.2025,2025-07-07 22:41:07.852000+02:00,Incydent,PL-00308 Grodzisk Mazowiecki,308,Zużycie za 06.07.2025,zużycie za 06.07.2025,inne,0.5
SD-166552,Mystore - Prośba o zmiane list inventaryzacyjnych,2025-07-07 22:39:45.988000+02:00,Usługa,PL-00197 Lodz 11 Mall,197,Mystore - Prośba o zmiane list inventaryzacyjnych,mystore - prośba o zmiane list inventaryzacyjnych,inne,0.5
SD-166551,MOP - Prośba o wyłączenie MOP,2025-07-07 22:39:42.999000+02:00,Usługa,PL-00284 Wroclaw 16 Muchobor,284,MOP - Prośba o wyłączenie MOP,mop - prośba o wyłączenie mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-166550,Korekta błędnie wbitych strat,2025-07-07 22:35:12.799000+02:00,Usługa,PL-00275 Blonie,275,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-166549,Korekta błędnie wbitych strat,2025-07-07 22:32:07.295000+02:00,Usługa,PL-00275 Blonie,275,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-166547,DT - pytanie o zamianę SBS,2025-07-07 22:27:01.883000+02:00,Usługa,PL-00553 Kutno 02,553,DT - pytanie o zamianę SBS,dt - pytanie o zamianę sbs,inne,0.5
SD-166546,Korekta błędnie wbitych strat,2025-07-07 22:26:19.836000+02:00,Usługa,PL-00275 Blonie,275,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-166545,problem z szufladą,2025-07-07 22:25:50.641000+02:00,Incydent,PL-00458 Airport - Landside,458,problem z szufladą,problem z szufladą,inne,0.5
SD-166542,MyStore - brak czasów szybkości obsługi,2025-07-07 22:05:33.939000+02:00,Incydent,PL-00042 Bydgoszcz 2 Torpedo,042,MyStore - brak czasów szybkości obsługi,mystore - brak czasów szybkości obsługi,MyStore – brak czasów szybkości obsługi,0.9
SD-166541,Połączenie-głuchy telefon,2025-07-07 22:01:06.408000+02:00,Usługa,PL-00106 W-wa 15 Jubilerska,106,Połączenie-głuchy telefon,połączenie-głuchy telefon,inne,0.5
SD-166539,CSO32 - CR - zacięta taśma,2025-07-07 21:54:35.864000+02:00,Incydent,PL-00609 Wielun,609,CSO32 - CR - zacięta taśma,cso32 - cr - zacięta taśma,inne,0.5
SD-166538,Problem z konfiguracją DT,2025-07-07 21:51:15.836000+02:00,Incydent,PL-00299 Puck,299,Problem z konfiguracją DT,problem z konfiguracją dt,inne,0.5
SD-166537,McDonald's Poland Coates Support Case 00372414 Acknowledgment,2025-07-07 21:36:23.831000+02:00,Usługa,pl-asista,pl-asista,McDonald's Poland Coates Support Case 00372414 Acknowledgment,mcdonald's poland coates support case 00372414 acknowledgment,inne,0.5
SD-166536,McDonald's Poland Coates Support Case 00372410 Acknowledgment,2025-07-07 21:34:24.216000+02:00,Usługa,pl-asista,pl-asista,McDonald's Poland Coates Support Case 00372410 Acknowledgment,mcdonald's poland coates support case 00372410 acknowledgment,inne,0.5
SD-166535,mleko 3.2%,2025-07-07 21:33:21.281000+02:00,Usługa,PL-00430 MOP Polesie A2 South,430,mleko 3.2%,mleko 3.2%,inne,0.5
SD-166533,McDonald's Poland Coates Support Case 00372406 Acknowledgment,2025-07-07 21:31:24.032000+02:00,Usługa,pl-asista,pl-asista,McDonald's Poland Coates Support Case 00372406 Acknowledgment,mcdonald's poland coates support case 00372406 acknowledgment,inne,0.5
SD-166530,POS01 - brak drawera z drukarki,2025-07-07 21:10:49.563000+02:00,Incydent,PL-00698 MOP Obroki W,698,POS01 - brak drawera z drukarki,pos01 - brak drawera z drukarki,inne,0.5
SD-166529,Mystore - Restauracja prosi o reklakucjie ,2025-07-07 21:03:08.680000+02:00,Usługa,PL-00342 Lubliniec,342,Mystore - Restauracja prosi o reklakucjie,mystore - restauracja prosi o reklakucjie,inne,0.5
SD-166528,POS01 - zawieszona kasa ,2025-07-07 20:57:04.230000+02:00,Incydent,PL-00414 MOP Stanislawice A4 South,414,POS01 - zawieszona kasa,pos01 - zawieszona kasa,inne,0.5
SD-166525,Brak Synchronizacji reklamy 1 monitora z posotałymi 2,2025-07-07 20:42:50.997000+02:00,Incydent,PL-00421 Zawiercie,421,Brak Synchronizacji reklamy 1 monitora z posotałymi 2,brak synchronizacji reklamy 1 monitora z posotałymi 2,POS – brak kafelków,0.9
SD-166523,CSO30 - nie drukuje się numer zamówienia ,2025-07-07 20:28:06.456000+02:00,Incydent,PL-00315 MOP Worow Grojec,315,CSO30 - nie drukuje się numer zamówienia,cso30 - nie drukuje się numer zamówienia,inne,0.5
SD-166522,Komputer BO - Utknął na biosie ,2025-07-07 20:25:25.154000+02:00,Incydent,PL-00119 Zgorzelec 1,119,Komputer BO - Utknął na biosie,komputer bo - utknął na biosie,inne,0.5
SD-166520,Skaner na drive - brak wiązki światła ,2025-07-07 20:23:16.156000+02:00,Incydent,PL-00398 Gdansk 11 Lotos,398,Skaner na drive - brak wiązki światła,skaner na drive - brak wiązki światła,inne,0.5
SD-166517,Generowanie kodów MFA,2025-07-07 20:15:04.707000+02:00,Usługa,PL-00714 Lodz Nowa Sukcesja,714,Generowanie kodów MFA,generowanie kodów mfa,inne,0.5
SD-166516,MAP01 - zawieszony excel ,2025-07-07 20:10:53.816000+02:00,Incydent,PL-00200 Krakow 07 Szewska,200,MAP01 - zawieszony excel,map01 - zawieszony excel,inne,0.5
SD-166515,IDMB FC - Brak synchronizacji ,2025-07-07 20:00:08.213000+02:00,Incydent,PL-00619 Gorzow Wielkopolski,619,IDMB FC - Brak synchronizacji,idmb fc - brak synchronizacji,inne,0.5
SD-166514,CSO34 - Czerwona M-ka,2025-07-07 19:54:56.073000+02:00,Incydent,PL-00291 MOP Witowice,291,CSO34 - Czerwona M-ka,cso34 - czerwona m-ka,inne,0.5
SD-166513,Prośba o restart komunikacji po awarii prądu ,2025-07-07 19:48:19.701000+02:00,Usługa,PL-00714 Lodz Nowa Sukcesja,714,Prośba o restart komunikacji po awarii prądu,prośba o restart komunikacji po awarii prądu,inne,0.5
SD-166510,drukarka HP nie drukuje ,2025-07-07 19:35:18.558000+02:00,Incydent,PL-00274 Gniezno,274,drukarka HP nie drukuje,drukarka hp nie drukuje,inne,0.5
SD-166509,Korekta błędnie wbitych strat,2025-07-07 19:33:47.770000+02:00,Usługa,PL-00283 W-wa 43 AL.Jerozolimskie,283,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-166508,Drukarka OAT - nie drukuje ,2025-07-07 19:19:40.389000+02:00,Incydent,PL-00298 Konin 2,298,Drukarka OAT - nie drukuje,drukarka oat - nie drukuje,inne,0.5
SD-166507,Plus na inwentaryzacji ,2025-07-07 19:18:44.172000+02:00,Usługa,PL-00429 MOP Parma A2 North,429,Plus na inwentaryzacji,plus na inwentaryzacji,inne,0.5
SD-166505,KVS19 - Wyświetlają się napoje ABS,2025-07-07 19:10:50.219000+02:00,Incydent,pl-00684,684,KVS19 - Wyświetlają się napoje ABS,kvs19 - wyświetlają się napoje abs,inne,0.5
SD-166504,Kiosk niedostępny. Błąd drukarki fiskalnej,2025-07-07 19:08:22.822000+02:00,Incydent,PL-00299 Puck,299,Kiosk niedostępny. Błąd drukarki fiskalnej,kiosk niedostępny. błąd drukarki fiskalnej,CSOxx – niedostępny,0.9
SD-166502,KVS11 - restartuje się ekran ,2025-07-07 19:02:04.847000+02:00,Incydent,PL-00089 Krakow 04 Fala,089,KVS11 - restartuje się ekran,kvs11 - restartuje się ekran,inne,0.5
SD-166501,"Na delivery nabija się woda gazowana 0,25 zamiast 0,5",2025-07-07 18:55:04.927000+02:00,Incydent,PL-00264 Lodz 13 Manufaktura,264,"Na delivery nabija się woda gazowana 0,25 zamiast 0,5","na delivery nabija się woda gazowana 0,25 zamiast 0,5",inne,0.5
SD-166500,KVS - Brak endpoint's,2025-07-07 18:52:47.601000+02:00,Incydent,PL-00142 Gdynia 03 Spoldzielnia,142,KVS - Brak endpoint's,kvs - brak endpoint's,inne,0.5
SD-166498,Prośba o właczenie MOP,2025-07-07 18:45:52.827000+02:00,Usługa,PL-00098 W-wa 14 Modlinska,098,Prośba o właczenie MOP,prośba o właczenie mop,inne,0.5
SD-166497,czarny ekran z białymi napisami ,2025-07-07 18:44:19.217000+02:00,Incydent,Daniel Inglot,Daniel,czarny ekran z białymi napisami,czarny ekran z białymi napisami,inne,0.5
SD-166496,Generowanie kodów MFA,2025-07-07 18:42:19.476000+02:00,Usługa,PL-00467 Zary,467,Generowanie kodów MFA,generowanie kodów mfa,inne,0.5
SD-166494,Zamówienie nie przeszło do systemu ,2025-07-07 18:35:11.742000+02:00,Incydent,Szczecin Hakena PL-00680,680,Zamówienie nie przeszło do systemu,zamówienie nie przeszło do systemu,inne,0.5
SD-166493,Nie aktywne konta pracowników młodocianych.,2025-07-07 18:34:51.530000+02:00,Incydent,PL-00358 Torun 4 Plaza,358,Nie aktywne konta pracowników młodocianych.,nie aktywne konta pracowników młodocianych.,inne,0.5
SD-166492,Konfiguracja skanerów DT - Nie skanują,2025-07-07 18:32:36.277000+02:00,Incydent,Bialogard PL-00674,674,Konfiguracja skanerów DT - Nie skanują,konfiguracja skanerów dt - nie skanują,inne,0.5
SD-166491,Invo,2025-07-07 18:31:23.592000+02:00,Incydent,PL-00495 MOP Gorzyczki A1 W,495,Invo,invo,inne,0.5
SD-166490,POS01 - terminal - no responses message,2025-07-07 18:26:30.037000+02:00,Incydent,PL-00228 Kepno,228,POS01 - terminal - no responses message,pos01 - terminal - no responses message,inne,0.5
SD-166489,Mystore - dzienne planowanie sprzedaży ,2025-07-07 18:18:16.354000+02:00,Incydent,PL-00228 Kepno,228,Mystore - dzienne planowanie sprzedaży,mystore - dzienne planowanie sprzedaży,inne,0.5
SD-166488,MOP - prośba o włączenie,2025-07-07 18:15:37.840000+02:00,Usługa,PL-00355 Rzeszow 5 Galeria Rzeszow,355,MOP - prośba o włączenie,mop - prośba o włączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-166487,Table service - nie może połączyć lokalizatorów,2025-07-07 18:13:59.660000+02:00,Incydent,PL-00291 MOP Witowice,291,Table service - nie może połączyć lokalizatorów,table service - nie może połączyć lokalizatorów,inne,0.5
SD-166486,Głuchy telefon,2025-07-07 18:13:15.815000+02:00,Usługa,PL-00355 Rzeszow 5 Galeria Rzeszow,355,Głuchy telefon,głuchy telefon,inne,0.5
SD-166484,CSO28 - Czarny ekran,2025-07-07 18:04:11.833000+02:00,Incydent,PL-00467 Zary,467,CSO28 - Czarny ekran,cso28 - czarny ekran,inne,0.5
SD-166482,RHS01 - nie uruchomiony po awarii,2025-07-07 17:56:40.986000+02:00,Incydent,PL-00267 W-wa 38 Solidarnosci,267,RHS01 - nie uruchomiony po awarii,rhs01 - nie uruchomiony po awarii,inne,0.5
SD-166480,Włączenie usługi MOP,2025-07-07 17:55:19.552000+02:00,Usługa,PL-00548 Opole Solaris,548,Włączenie usługi MOP,włączenie usługi mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-166479,Wyświetla się oferta której nie mamy,2025-07-07 17:54:47.495000+02:00,Incydent,PL-00570 Bialystok Branickiego,570,Wyświetla się oferta której nie mamy,wyświetla się oferta której nie mamy,inne,0.5
SD-166478,GLOVO - błędna cena HM nabitego ręcznie na kasie (Delivery),2025-07-07 17:54:41.964000+02:00,Incydent,PL-00185 Wroclaw 09 Bardzka,185,GLOVO - błędna cena HM nabitego ręcznie na kasie (Delivery),glovo - błędna cena hm nabitego ręcznie na kasie (delivery),inne,0.5
SD-166477,MOP - Zablokowanie zamówień mobilnych ,2025-07-07 17:53:49.284000+02:00,Incydent,PL-00355 Rzeszow 5 Galeria Rzeszow,355,MOP - Zablokowanie zamówień mobilnych,mop - zablokowanie zamówień mobilnych,MOP – Prośba o włączenie/wyłączenie,0.9
SD-166476,iDMB - brak synchronizacji ekranów ,2025-07-07 17:47:06.219000+02:00,Incydent,PL-00467 Zary,467,iDMB - brak synchronizacji ekranów,idmb - brak synchronizacji ekranów,inne,0.5
SD-166474,MOP - nie drukują się zamówienia,2025-07-07 17:35:27.934000+02:00,Incydent,PL-00042 Bydgoszcz 2 Torpedo,042,MOP - nie drukują się zamówienia,mop - nie drukują się zamówienia,inne,0.5
SD-166473,Skanery DT - zmiana linii,2025-07-07 17:35:27.636000+02:00,Incydent,PL-00666 Radzymin,666,Skanery DT - zmiana linii,skanery dt - zmiana linii,inne,0.5
SD-166472,PinPad zawiesza się na płatności.,2025-07-07 17:34:02.959000+02:00,Incydent,PL-00399 Jawornik,399,PinPad zawiesza się na płatności.,pinpad zawiesza się na płatności.,inne,0.5
SD-166471,Monitor z czasami mycia rąk - dwie osoby pod jednym nuerem,2025-07-07 17:30:19.140000+02:00,Incydent,PL-00498 W-wa 55 Galeria Północna,498,Monitor z czasami mycia rąk - dwie osoby pod jednym nuerem,monitor z czasami mycia rąk - dwie osoby pod jednym nuerem,inne,0.5
SD-166470,KVS11 - drukarka OAT wolno drukuje,2025-07-07 17:28:25.808000+02:00,Incydent,PL-00238 Wroclaw 12 ECE,238,KVS11 - drukarka OAT wolno drukuje,kvs11 - drukarka oat wolno drukuje,inne,0.5
SD-166469,ODMB - brak podsumowania zamówienia ,2025-07-07 17:26:18.253000+02:00,Incydent,PL-00070 Lodz 04 Lodka,070,ODMB - brak podsumowania zamówienia,odmb - brak podsumowania zamówienia,inne,0.5
SD-166468,Test,2025-07-07 17:25:38.842000+02:00,Usługa,Artur Cholewski,Artur,Test,test,inne,0.5
SD-166467,MOP - Zablokować zamówienia,2025-07-07 17:24:38.771000+02:00,Incydent,PL-00548 Opole Solaris,548,MOP - Zablokować zamówienia,mop - zablokować zamówienia,inne,0.5
SD-166466,Głuchy telefon,2025-07-07 17:22:27.790000+02:00,Usługa,PL-00548 Opole Solaris,548,Głuchy telefon,głuchy telefon,inne,0.5
SD-166465,Test,2025-07-07 17:19:49.893000+02:00,Usługa,Artur Cholewski,Artur,Test,test,inne,0.5
SD-166464,IDMB - brak synchronizacji ,2025-07-07 17:13:55.698000+02:00,Incydent,PL-00360 Poznan 13 Grunwaldzka,360,IDMB - brak synchronizacji,idmb - brak synchronizacji,inne,0.5
SD-166463,Korekta błędnie wbitych strat,2025-07-07 17:12:57.113000+02:00,Usługa,PL-00417 Poznan 21 CH Posnania,417,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-166462,IDMB FC - Brak synchronizacji ,2025-07-07 17:08:52.640000+02:00,Usługa,PL-00147 W-wa 22 Pulkowa,147,IDMB FC - Brak synchronizacji,idmb fc - brak synchronizacji,inne,0.5
SD-166461,Zamówienia z Glovo nie wpadają do systemu ,2025-07-07 17:05:10.273000+02:00,Incydent,PL-00042 Bydgoszcz 2 Torpedo,042,Zamówienia z Glovo nie wpadają do systemu,zamówienia z glovo nie wpadają do systemu,inne,0.5
SD-166460,RE: [EXTERNAL] Re: ALERT> McDonald's PL 61600683 [IDMB or DT DMB] System Assistance Required (Issue Summary),2025-07-07 16:56:24.628000+02:00,Usługa,pl-asista,pl-asista,RE: [EXTERNAL] Re: ALERT> McDonald's PL 61600683 [IDMB or DT DMB] System Assistance Required (Issue Summary),re: [external] re: alert> mcdonald's pl 61600683 [idmb or dt dmb] system assistance required (issue summary),inne,0.5
SD-166459,MyStore - Brak możliwości zapisania odbić czasowych,2025-07-07 16:52:01.865000+02:00,Incydent,PL-00456 Lublin 05 Tarasy Zamkowe,456,MyStore - Brak możliwości zapisania odbić czasowych,mystore - brak możliwości zapisania odbić czasowych,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-166457,Newpos - brak numeru pracownika do zalogowania na kasie,2025-07-07 16:47:55.460000+02:00,Incydent,PL-00361 Gliwice 03 Forum,361,Newpos - brak numeru pracownika do zalogowania na kasie,newpos - brak numeru pracownika do zalogowania na kasie,POS – brak kafelków,0.9
SD-166455,Nie przychodzą zamówienia ,2025-07-07 16:41:45.248000+02:00,Incydent,PL-00185 Wroclaw 09 Bardzka,185,Nie przychodzą zamówienia,nie przychodzą zamówienia,inne,0.5
SD-166454,POS24 - nie pinguje,2025-07-07 16:38:02.158000+02:00,Incydent,PL-00273 Opole 3,273,POS24 - nie pinguje,pos24 - nie pinguje,inne,0.5
SD-166453,Menuboard FC1-3 - Brak synchronizacji pomiędzy ekranami,2025-07-07 16:37:22.835000+02:00,Incydent,PL-00648 Wola Korycka,648,Menuboard FC1-3 - Brak synchronizacji pomiędzy ekranami,menuboard fc1-3 - brak synchronizacji pomiędzy ekranami,inne,0.5
SD-166451,Oddzwoniono na spadek: POS03 - nie włączał się,2025-07-07 16:26:49.738000+02:00,Usługa,PL-00182 Wroclaw 08 Dlugoleka,182,Oddzwoniono na spadek: POS03 - nie włączał się,oddzwoniono na spadek: pos03 - nie włączał się,inne,0.5
SD-166450,"MyStore - Zużycie teoretyczne wlicza się na produkcie, którego restuaracja nie sprzedaje",2025-07-07 16:25:40.388000+02:00,Usługa,PL-00409 Lomianki CH Auchan,409,"MyStore - Zużycie teoretyczne wlicza się na produkcie, którego restuaracja nie sprzedaje","mystore - zużycie teoretyczne wlicza się na produkcie, którego restuaracja nie sprzedaje",inne,0.5
SD-166449,pl-v.hrytsenko brak możliwości logowania się na koncie backoffice,2025-07-07 16:25:36.727000+02:00,Incydent,PL-00394 Wrzesnia,394,pl-v.hrytsenko brak możliwości logowania się na koncie backoffice,pl-v.hrytsenko brak możliwości logowania się na koncie backoffice,inne,0.5
SD-166448,Cascada,2025-07-07 16:25:32.304000+02:00,Usługa,PL-00495 MOP Gorzyczki A1 W,495,Cascada,cascada,inne,0.5
SD-166447,MyStore - Prośba o pomoc w edycji odbić czasowych,2025-07-07 16:24:32.038000+02:00,Usługa,PL-00089 Krakow 04 Fala,089,MyStore - Prośba o pomoc w edycji odbić czasowych,mystore - prośba o pomoc w edycji odbić czasowych,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-166446,MOP - błędna cena Happy Meal,2025-07-07 16:20:38.661000+02:00,Incydent,PL-00534 Radzionkow,534,MOP - błędna cena Happy Meal,mop - błędna cena happy meal,inne,0.5
SD-166445,Brak danych PMIX,2025-07-07 16:18:31.843000+02:00,Usługa,pl-asista,pl-asista,Brak danych PMIX,brak danych pmix,inne,0.5
SD-166444,MOP - błędna cena Happy Meal,2025-07-07 16:15:06.082000+02:00,Incydent,PL-00114 Tarnowskie Gory 1,114,MOP - błędna cena Happy Meal,mop - błędna cena happy meal,inne,0.5
SD-166443,Testo - Loggery nie działają,2025-07-07 16:13:11.608000+02:00,Incydent,PL-00415 Poznan 15 Avenida PKP,415,Testo - Loggery nie działają,testo - loggery nie działają,inne,0.5
SD-166442,MyStore - Brak możliwości edycji odbić dla karty 59,2025-07-07 16:11:42.522000+02:00,Incydent,PL-00553 Kutno 02,553,MyStore - Brak możliwości edycji odbić dla karty 59,mystore - brak możliwości edycji odbić dla karty 59,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-166441,Spadek,2025-07-07 16:09:43.083000+02:00,Usługa,PL-00273 Opole 3,273,Spadek,spadek,inne,0.5
SD-166440,MFA - Prośba o wygenerowanie,2025-07-07 16:07:56.156000+02:00,Usługa,PL-00222 Plock 2,222,MFA - Prośba o wygenerowanie,mfa - prośba o wygenerowanie,inne,0.5
SD-166439,Konto imienne pytanie - komplikacje przy zmianie,2025-07-07 16:05:26.247000+02:00,Usługa,PL-00178 Rumia 1 Grunwaldzka,178,Konto imienne pytanie - komplikacje przy zmianie,konto imienne pytanie - komplikacje przy zmianie,inne,0.5
SD-166435,POS01 - problem z terminalem,2025-07-07 15:57:27.057000+02:00,Incydent,PL-00549 Zator,549,POS01 - problem z terminalem,pos01 - problem z terminalem,inne,0.5
SD-166433,Drukarka OAT  - delivery nie drukuje ,2025-07-07 15:55:28.033000+02:00,Incydent,PL-00444 W-wa 49 Swietokrzyska,444,Drukarka OAT  - delivery nie drukuje,drukarka oat  - delivery nie drukuje,inne,0.5
SD-166432,POS06 - zablokowane produkty,2025-07-07 15:48:24.912000+02:00,Incydent,PL-00358 Torun 4 Plaza,358,POS06 - zablokowane produkty,pos06 - zablokowane produkty,inne,0.5
SD-166431,MFY - sama odpala się 1/2 strona kuchni ,2025-07-07 15:47:02.082000+02:00,Incydent,PL-00319 Krakow 15 Czyzyny,319,MFY - sama odpala się 1/2 strona kuchni,mfy - sama odpala się 1/2 strona kuchni,inne,0.5
SD-166430,Monitory iDMB FC1-3 - Nie zsynchronizowany kontent,2025-07-07 15:33:12.539000+02:00,Incydent,PL-00447 Radom 5 Galeria Sloneczna,447,Monitory iDMB FC1-3 - Nie zsynchronizowany kontent,monitory idmb fc1-3 - nie zsynchronizowany kontent,inne,0.5
SD-166428,Założenie tag mop,2025-07-07 15:32:08.192000+02:00,Usługa,PL-00098 W-wa 14 Modlinska,098,Założenie tag mop,założenie tag mop,inne,0.5
SD-166426,Błąd wyświetlania się reklamy - brak kolejności. ,2025-07-07 15:24:03.057000+02:00,Incydent,pl-00707,707,Błąd wyświetlania się reklamy - brak kolejności.,błąd wyświetlania się reklamy - brak kolejności.,inne,0.5
SD-166424,Cennik elektroniczny - problem po montażu ,2025-07-07 15:18:07.204000+02:00,Incydent,PL-00317 Katowice 6 Ulanska,317,Cennik elektroniczny - problem po montażu,cennik elektroniczny - problem po montażu,inne,0.5
SD-166423,GF MOD - Logowanie/MFA,2025-07-07 15:17:26.740000+02:00,Usługa,pl-asista,pl-asista,GF MOD - Logowanie/MFA,gf mod - logowanie/mfa,inne,0.5
SD-166422,iDMB - brak synchronizacji,2025-07-07 15:16:29.304000+02:00,Incydent,PL-00666 Radzymin,666,iDMB - brak synchronizacji,idmb - brak synchronizacji,inne,0.5
SD-166421,Telefon odnośnie drukarki MOP (prawdopodobnie do zabbixa) ,2025-07-07 15:15:00.885000+02:00,Incydent,PL-00556 Wieliczka,556,Telefon odnośnie drukarki MOP (prawdopodobnie do zabbixa),telefon odnośnie drukarki mop (prawdopodobnie do zabbixa),inne,0.5
SD-166420,iDMB - brak synchronizacji,2025-07-07 15:01:38.567000+02:00,Incydent,PL-00125 Wroclaw 06 Serek,125,iDMB - brak synchronizacji,idmb - brak synchronizacji,inne,0.5
SD-166419,Konta GAM - p. młodociani- nieaktywne konta,2025-07-07 14:59:38.577000+02:00,Incydent,PL-00237 Torun 3,237,Konta GAM - p. młodociani- nieaktywne konta,konta gam - p. młodociani- nieaktywne konta,inne,0.5
SD-166418,pos07 - szuflada otwarta,2025-07-07 14:58:03.721000+02:00,Incydent,PL-00142 Gdynia 03 Spoldzielnia,142,pos07 - szuflada otwarta,pos07 - szuflada otwarta,inne,0.5
SD-166415,kvs31 - nie działa,2025-07-07 14:49:25.880000+02:00,Incydent,PL-00587 Walcz,587,kvs31 - nie działa,kvs31 - nie działa,inne,0.5
